# ProtRank analysis results of a dataset with 1238 rows and 6 comparisons
# comparisons in group 1: C1 vs. E1_24 & C2 vs. E2_24 & C3 vs. E3_24 & C1 vs. E1_48 & C2 vs. E2_48 & C3 vs. E3_48
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	rank score	FDR	signs in groups
137	tr|H7BX26|H7BX26_MOUSE	30.024353	0.08824	-
138	sp|B2RXS4|PLXB2_MOUSE	29.455542	0.08949	+
139	sp|P52875|TM165_MOUSE	29.168381	0.09043	-
140	sp|Q9D1R1|T126B_MOUSE	29.103826	0.09043	-
141	sp|O08579|EMD_MOUSE	28.009049	0.09489	-
142	sp|P70365|NCOA1_MOUSE	27.569414	0.09655	-
143	sp|Q3THW5|H2AV_MOUSE	27.057079	0.09832	-
144	tr|E9Q1Y3|E9Q1Y3_MOUSE	26.570669	0.10021	+
145	sp|Q9QUK3|CLN8_MOUSE	25.919134	0.10276	-
146	sp|Q61033|LAP2A_MOUSE	25.805238	0.10276	-
147	sp|Q8R349|CDC16_MOUSE	25.171873	0.10517	-
148	tr|E9Q390|E9Q390_MOUSE	25.051896	0.10517	+
149	tr|Q80ZJ2|Q80ZJ2_MOUSE	24.771892	0.10611	-
150	tr|B7ZDF7|B7ZDF7_MOUSE	24.551675	0.10680	-
151	tr|Q561M1|Q561M1_MOUSE	24.501497	0.10680	-
152	sp|P10852|4F2_MOUSE	24.262240	0.10697	+
153	sp|Q8K4X7|PLCD_MOUSE	24.222294	0.10697	-
154	tr|S4R1N6|S4R1N6_MOUSE	23.699301	0.10922	+
155	sp|Q6PCN7|HLTF_MOUSE	23.509357	0.10987	-
156	sp|Q8BGZ2|F168A_MOUSE	22.922226	0.11333	-
157	sp|Q9DC23|DJC10_MOUSE	22.890533	0.11333	-
158	tr|G3XA31|G3XA31_MOUSE	22.210703	0.11639	-
159	sp|Q62311|TAF6_MOUSE	22.049492	0.11686	-
160	sp|P42208|SEPT2_MOUSE	21.154209	0.12212	+
161	sp|Q60988|STIL_MOUSE	20.940109	0.12261	-
162	sp|P10922|H10_MOUSE	20.332505	0.12636	-
163	sp|P62827|RAN_MOUSE	20.251983	0.12636	+
164	sp|Q9DCR2|AP3S1_MOUSE	19.734157	0.12963	-
165	tr|F6SMY7|F6SMY7_MOUSE	19.267306	0.13333	-
166	sp|Q9QZK2|BCAR3_MOUSE	19.124024	0.13349	-
167	sp|Q8VHY0|CSPG4_MOUSE	18.733531	0.13557	+
168	tr|Q80VB6|Q80VB6_MOUSE	18.371393	0.13810	-
169	tr|B1ASP2|B1ASP2_MOUSE	17.897950	0.14112	+
170	sp|E9QAT4|SC16A_MOUSE	17.608984	0.14453	-
171	tr|Q80ZX0|Q80ZX0_MOUSE	17.395777	0.14620	+
172	sp|O54916|REPS1_MOUSE	17.038728	0.14866	+
173	tr|D3YV17|D3YV17_MOUSE	16.832886	0.14960	-
174	sp|O54988|SLK_MOUSE	16.629094	0.15046	+
175	tr|A0A0G2JFV3|A0A0G2JFV3_MOUSE	15.618721	0.16234	+
176	sp|P06795|MDR1B_MOUSE	15.514774	0.16324	+
177	tr|A0A0A6YX18|A0A0A6YX18_MOUSE	15.477717	0.16324	-
178	sp|P62627|DLRB1_MOUSE	15.241994	0.16466	-
179	sp|Q9EQ06|DHB11_MOUSE	14.689395	0.17101	-
180	sp|Q9CQU0|TXD12_MOUSE	14.602820	0.17139	-
181	sp|Q9DBR1|XRN2_MOUSE	14.388844	0.17315	-
182	sp|Q9ESP1|SDF2L_MOUSE	14.213646	0.17440	-
183	tr|Q5SX75|Q5SX75_MOUSE	14.152659	0.17470	-
184	sp|Q8K0C1|IPO13_MOUSE	14.120884	0.17470	-
185	sp|P43276|H15_MOUSE	13.831460	0.17654	-
186	sp|P14873|MAP1B_MOUSE	13.785404	0.17654	-
187	sp|Q7TMB8|CYFP1_MOUSE	13.741023	0.17654	+
188	sp|Q8VCR7|ABHEB_MOUSE	13.509815	0.17851	-
189	sp|Q9JI39|ABCBA_MOUSE	13.494425	0.17851	-
190	sp|O88554|PARP2_MOUSE	13.491627	0.17851	-
191	tr|A0A087WQE6|A0A087WQE6_MOUSE	13.265637	0.17906	-
192	sp|Q8C8U0|LIPB1_MOUSE	13.226880	0.17906	+
193	sp|Q8VEB2|SAV1_MOUSE	13.215250	0.17906	-
194	sp|P13011|SCD2_MOUSE	12.945053	0.18082	-
195	sp|Q60987|FOXG1_MOUSE	12.776223	0.18267	-
196	tr|A0A0U1RNK7|A0A0U1RNK7_MOUSE	12.771145	0.18267	+
197	tr|A2AL85|A2AL85_MOUSE	12.625118	0.18345	-
198	sp|P08249|MDHM_MOUSE	12.564388	0.18345	-
199	sp|Q60715|P4HA1_MOUSE	12.289459	0.18719	-
200	sp|Q99P72|RTN4_MOUSE	12.190237	0.18750	+
201	sp|P61226|RAP2B_MOUSE	12.117096	0.18776	+
202	sp|Q9WU78|PDC6I_MOUSE	12.019147	0.18787	+
203	tr|Q3V117|Q3V117_MOUSE	11.871645	0.18936	+
204	sp|Q8BI22|CE128_MOUSE	11.772319	0.19015	-
205	sp|Q91V41|RAB14_MOUSE	11.723827	0.19034	+
206	sp|Q04750|TOP1_MOUSE	11.547626	0.19252	-
207	sp|Q8BP71|RFOX2_MOUSE	11.446252	0.19401	-
208	sp|O70152|DPM1_MOUSE	11.243841	0.19659	-
209	sp|P28658|ATX10_MOUSE	11.216124	0.19659	-
210	tr|A0A1D5RMC1|A0A1D5RMC1_MOUSE	11.163524	0.19659	+
211	sp|Q8CGP2|H2B1P_MOUSE	11.065927	0.19678	-
212	sp|P28660|NCKP1_MOUSE	10.923311	0.19892	+
213	tr|R4H4V1|R4H4V1_MOUSE	10.917557	0.19892	-
214	sp|Q8CJF9|AGO3_MOUSE	10.603966	0.20388	-
215	sp|P61804|DAD1_MOUSE	10.234272	0.21028	-
216	sp|Q6ZQI3|MLEC_MOUSE	10.219588	0.21028	-
217	sp|A2AH22|AMRA1_MOUSE	10.094952	0.21115	-
218	sp|Q7TPM9|MTMRA_MOUSE	10.049300	0.21115	+
219	sp|P70699|LYAG_MOUSE	9.866933	0.21379	-
220	tr|A0A0U1RNJ1|A0A0U1RNJ1_MOUSE	9.649719	0.21786	+
221	sp|P26618|PGFRA_MOUSE	9.424046	0.22213	+
222	sp|Q6S7F2|E2F7_MOUSE	9.241304	0.22550	-
223	sp|Q60855|RIPK1_MOUSE	9.217948	0.22550	-
224	tr|B2M1R6|B2M1R6_MOUSE	9.202496	0.22550	+
225	tr|G5E8N7|G5E8N7_MOUSE	9.155803	0.22550	-
226	tr|Q9DBX5|Q9DBX5_MOUSE	8.976333	0.22845	+
227	sp|Q8BV57|SRCRL_MOUSE	8.969975	0.22845	-
228	sp|Q6ZQK0|CNDD3_MOUSE	8.916158	0.22845	-
229	tr|F8WHG5|F8WHG5_MOUSE	8.873804	0.22845	-
230	sp|Q9Z1J3|NFS1_MOUSE	8.839462	0.22845	-
231	sp|P62702|RS4X_MOUSE	8.825210	0.22845	+
232	sp|Q6ZWN5|RS9_MOUSE	8.720818	0.22957	+
233	sp|Q9CR68|UCRI_MOUSE	8.531150	0.23429	-
234	sp|Q9CR62|M2OM_MOUSE	8.445833	0.23581	-
235	sp|Q7TQI3|OTUB1_MOUSE	8.423920	0.23581	+
236	tr|Q8C3V4|Q8C3V4_MOUSE	8.273109	0.23839	-
237	tr|D3Z5I1|D3Z5I1_MOUSE	8.255706	0.23839	+
238	sp|P62908|RS3_MOUSE	8.210570	0.23839	+
239	tr|E9QKZ2|E9QKZ2_MOUSE	8.186548	0.23839	-
240	sp|Q8VDM4|PSMD2_MOUSE	8.158729	0.23839	+
241	sp|Q8C0J6|SWAHC_MOUSE	8.119149	0.23839	-
242	tr|A0A2C9F2D2|A0A2C9F2D2_MOUSE	8.101482	0.23839	+
243	sp|Q9Z2I8|SUCB2_MOUSE	8.062083	0.23839	-
244	tr|E9Q6R7|E9Q6R7_MOUSE	7.938916	0.24004	+
245	sp|Q8K0U4|HS12A_MOUSE	7.914454	0.24004	-
246	sp|P48678|LMNA_MOUSE	7.804019	0.24220	-
247	sp|P97434|MPRIP_MOUSE	7.490576	0.25069	+
248	sp|Q9CPR4|RL17_MOUSE	7.378647	0.25415	+
249	tr|Q3UXD9|Q3UXD9_MOUSE	7.293066	0.25594	-
250	sp|Q9D3D9|ATPD_MOUSE	7.206394	0.25792	+
251	tr|A0A087WP83|A0A087WP83_MOUSE	7.071125	0.26195	+
252	sp|Q9JHH9|COPZ2_MOUSE	6.969065	0.26544	-
253	tr|E9PY55|E9PY55_MOUSE	6.801008	0.27047	-
254	tr|A0A0A6YW67|A0A0A6YW67_MOUSE	6.632844	0.27677	+
255	sp|Q3ULD5|MCCB_MOUSE	6.616798	0.27677	-
256	sp|Q91VT4|CBR4_MOUSE	6.603704	0.27677	-
257	sp|Q80X73|PELO_MOUSE	6.516887	0.27840	-
258	sp|Q6DFV5|HELZ_MOUSE	6.485206	0.27880	-
259	tr|Q5SUH7|Q5SUH7_MOUSE	6.453766	0.27884	+
260	sp|Q9R233|TPSN_MOUSE	6.398665	0.28027	-
261	sp|Q3U7R1|ESYT1_MOUSE	6.380882	0.28027	+
262	sp|P53690|MMP14_MOUSE	6.338927	0.28118	-
263	sp|Q8BG51|MIRO1_MOUSE	6.258828	0.28304	-
264	sp|Q8JZU2|TXTP_MOUSE	6.252500	0.28304	-
265	sp|Q9CZU4|ERAL1_MOUSE	6.208350	0.28304	-
266	sp|Q91VR5|DDX1_MOUSE	6.040101	0.28932	+
267	sp|Q8K0D0|CDK17_MOUSE	6.038720	0.28932	+
268	sp|Q99MN9|PCCB_MOUSE	5.979078	0.29011	-
269	tr|A0A1Y7VMH7|A0A1Y7VMH7_MOUSE	5.780346	0.29866	+
270	sp|P62849|RS24_MOUSE	5.641443	0.30456	+
271	sp|Q60749|KHDR1_MOUSE	5.617669	0.30476	+
272	sp|Q9Z2I9|SUCB1_MOUSE	5.616531	0.30476	-
273	sp|Q99J27|ACATN_MOUSE	5.602062	0.30476	-
274	sp|Q8CDJ8|STON1_MOUSE	5.568734	0.30476	+
275	sp|P54775|PRS6B_MOUSE	5.558490	0.30476	+
276	sp|P52019|ERG1_MOUSE	5.368299	0.31159	-
277	tr|A0A1D5RLD1|A0A1D5RLD1_MOUSE	5.354365	0.31159	-
278	sp|P62242|RS8_MOUSE	5.304996	0.31237	+
279	sp|Q8CJG1|AGO1_MOUSE	5.281344	0.31244	-
280	sp|Q91WK2|EIF3H_MOUSE	5.275764	0.31244	+
281	tr|Q8R0J2|Q8R0J2_MOUSE	5.274413	0.31244	-
282	tr|E9Q512|E9Q512_MOUSE	5.232536	0.31244	+
283	sp|Q91ZA3|PCCA_MOUSE	5.217967	0.31244	-
284	sp|Q9R008|KIME_MOUSE	5.111802	0.31704	-
285	sp|Q9WV55|VAPA_MOUSE	5.097810	0.31704	+
286	sp|Q8BHL5|ELMO2_MOUSE	5.095407	0.31704	-
287	sp|P62869|ELOB_MOUSE	5.056542	0.31704	-
288	sp|Q64337|SQSTM_MOUSE	5.053139	0.31704	+
289	sp|Q8BU30|SYIC_MOUSE	4.827156	0.32806	+
290	sp|Q8BWY7|S39AB_MOUSE	4.813844	0.32806	+
291	sp|P25444|RS2_MOUSE	4.756125	0.32973	+
292	sp|P35279|RAB6A_MOUSE	4.720238	0.33099	+
293	sp|Q8CJG0|AGO2_MOUSE	4.669736	0.33300	-
294	sp|Q60598|SRC8_MOUSE	4.630901	0.33415	+
295	sp|P62900|RL31_MOUSE	4.560569	0.33797	+
296	sp|P36371|TAP2_MOUSE	4.556753	0.33797	-
297	sp|Q9JKF1|IQGA1_MOUSE	4.521946	0.33822	+
298	sp|Q9QYI5|DNJB2_MOUSE	4.468606	0.34040	-
299	sp|Q91VC3|IF4A3_MOUSE	4.431802	0.34151	+
300	sp|Q5F285|TM256_MOUSE	4.376970	0.34390	+
301	sp|Q9QXX4|CMC2_MOUSE	4.337502	0.34605	-
302	sp|Q8K310|MATR3_MOUSE	4.298779	0.34705	+
303	tr|E9Q586|E9Q586_MOUSE	4.297956	0.34705	-
304	sp|Q9DCW4|ETFB_MOUSE	4.283943	0.34705	-
305	tr|A0A0N4SVB8|A0A0N4SVB8_MOUSE	4.259556	0.34705	-
306	tr|A0A0G2JDW7|A0A0G2JDW7_MOUSE	4.237112	0.34705	+
307	sp|Q9R0X4|ACOT9_MOUSE	4.221177	0.34705	+
308	sp|Q91ZX7|LRP1_MOUSE	4.211427	0.34705	+
309	sp|Q8CGC7|SYEP_MOUSE	4.160838	0.34932	+
310	tr|I7HLV2|I7HLV2_MOUSE	4.154639	0.34932	+
311	sp|Q9JKJ9|CP39A_MOUSE	4.125604	0.34997	-
312	sp|P09103|PDIA1_MOUSE	4.091341	0.35128	-
313	tr|H7BX95|H7BX95_MOUSE	4.074580	0.35128	-
314	sp|Q9CWK8|SNX2_MOUSE	4.054198	0.35178	+
315	sp|P62192|PRS4_MOUSE	4.036645	0.35200	+
316	tr|E9PV41|E9PV41_MOUSE	4.026254	0.35200	-
317	tr|D3YZ62|D3YZ62_MOUSE	4.023844	0.35200	+
318	sp|Q8CFE6|S38A2_MOUSE	3.979674	0.35327	+
319	sp|P58871|TB182_MOUSE	3.919769	0.35658	+
320	tr|B1AZ15|B1AZ15_MOUSE	3.894869	0.35772	+
321	sp|Q8BJY1|PSMD5_MOUSE	3.889007	0.35772	-
322	sp|Q8C0I1|ADAS_MOUSE	3.881697	0.35772	+
323	sp|Q5SUF2|LC7L3_MOUSE	3.869802	0.35772	+
324	sp|Q9Z127|LAT1_MOUSE	3.866882	0.35772	+
325	sp|Q571K4|TAB3_MOUSE	3.830169	0.35778	+
326	tr|A0A5K1VVP6|A0A5K1VVP6_MOUSE	3.823593	0.35778	-
327	tr|Q4FE56|Q4FE56_MOUSE	3.721718	0.36489	-
328	sp|P46467|VPS4B_MOUSE	3.709301	0.36518	-
329	tr|B7FAU9|B7FAU9_MOUSE	3.707587	0.36518	+
330	sp|O35654|DPOD2_MOUSE	3.669032	0.36664	-
331	tr|E9Q1S3|E9Q1S3_MOUSE	3.651969	0.36664	-
332	tr|Q5RIM6|Q5RIM6_MOUSE	3.530293	0.37675	-
333	sp|P35278|RAB5C_MOUSE	3.512406	0.37718	+
334	sp|Q99KV1|DJB11_MOUSE	3.500631	0.37718	-
335	sp|P62855|RS26_MOUSE	3.491501	0.37718	+
336	sp|Q9EP97|SENP3_MOUSE	3.461432	0.37815	-
337	sp|Q8BZ47|ZN609_MOUSE	3.450299	0.37834	-
338	tr|H3BJH5|H3BJH5_MOUSE	3.438659	0.37834	-
339	sp|P35979|RL12_MOUSE	3.236108	0.39714	+
340	sp|Q5EBG6|HSPB6_MOUSE	3.218045	0.39753	-
341	sp|P62264|RS14_MOUSE	3.182432	0.40006	+
342	sp|Q6ZQ29|TAOK2_MOUSE	3.177851	0.40006	-
343	sp|Q9D892|ITPA_MOUSE	3.115815	0.40397	-
344	sp|E9Q4Z2|ACACB_MOUSE	3.102034	0.40442	-
345	sp|Q9CU62|SMC1A_MOUSE	3.089692	0.40442	-
346	sp|Q8K4E0|ALMS1_MOUSE	3.079964	0.40442	-
347	sp|Q64523|H2A2C_MOUSE	3.065481	0.40442	-
348	tr|A2BG76|A2BG76_MOUSE	3.047059	0.40514	-
349	sp|Q8BFV2|PCID2_MOUSE	3.042459	0.40514	-
350	sp|P14131|RS16_MOUSE	3.007758	0.40714	+
351	sp|Q99MR8|MCCA_MOUSE	2.986657	0.40801	-
352	sp|Q80X41|VRK1_MOUSE	2.974502	0.40810	-
353	sp|Q9D0F3|LMAN1_MOUSE	2.966720	0.40810	+
354	tr|E9QK89|E9QK89_MOUSE	2.966416	0.40810	-
355	sp|P61022|CHP1_MOUSE	2.936298	0.40848	+
356	sp|P14733|LMNB1_MOUSE	2.932669	0.40848	-
357	sp|P00405|COX2_MOUSE	2.931658	0.40848	-
358	sp|Q7TPV4|MBB1A_MOUSE	2.885497	0.41120	+
359	sp|Q9CXW4|RL11_MOUSE	2.831574	0.41671	+
360	sp|P51410|RL9_MOUSE	2.801607	0.41864	+
361	sp|Q8JZQ9|EIF3B_MOUSE	2.792728	0.41864	+
362	sp|Q62351|TFR1_MOUSE	2.780894	0.41914	+
363	tr|D6RE33|D6RE33_MOUSE	2.763946	0.42006	-
364	sp|Q9DC70|NDUS7_MOUSE	2.753233	0.42006	+
365	sp|P60843|IF4A1_MOUSE	2.751795	0.42006	+
366	sp|P17182|ENOA_MOUSE	2.735750	0.42006	+
367	sp|Q9QYA2|TOM40_MOUSE	2.703724	0.42234	+
368	tr|E9PYT3|E9PYT3_MOUSE	2.681472	0.42399	+
369	sp|P83887|TBG1_MOUSE	2.668561	0.42480	-
370	sp|P31230|AIMP1_MOUSE	2.653732	0.42557	+
371	tr|Q921K2|Q921K2_MOUSE	2.645700	0.42557	-
372	sp|P46471|PRS7_MOUSE	2.637062	0.42557	+
373	tr|G5E881|G5E881_MOUSE	2.633220	0.42557	-
374	sp|P07901|HS90A_MOUSE	2.614184	0.42615	+
375	sp|P67871|CSK2B_MOUSE	2.605508	0.42615	-
376	sp|P62806|H4_MOUSE	2.588853	0.42718	-
377	tr|E0CYM1|E0CYM1_MOUSE	2.564919	0.42905	-
378	sp|Q8CI94|PYGB_MOUSE	2.527644	0.43275	-
379	tr|G3X922|G3X922_MOUSE	2.508902	0.43412	+
380	tr|B2RXT3|B2RXT3_MOUSE	2.484687	0.43587	-
381	sp|Q8R323|RFC3_MOUSE	2.483780	0.43587	-
382	sp|P26041|MOES_MOUSE	2.478122	0.43587	+
383	sp|P47911|RL6_MOUSE	2.471284	0.43587	+
